"","text","created_at","author.location"
"299","« Avec une e-ID unique, il devient plus facile de recouper toutes les informations et les sites visités. Vous obtenez des données qui deviennent très intéressantes du point de vue du marketing, du contrôle social ou de la surveillance » #CHvote https://t.co/U1yBwRS2WE",2021-02-24 08:36:53,"Geneva, Switzerland"
"300","CH Votations 07/03/21/Projet e-ID « mal parti » LT ats 24/03/21 avec peuple qui ne veut pas que les privés le porte NON [54% https://t.co/B7h9TG55ut] à Economiesuisse et à Karin Keller-Suter qui récite son «Lehrbuch» dépassé en matière de protection des données au Conseil fédéral",2021-02-24 07:42:53,"Genève, Suisse"
"301","Sondage/e-ID: revirement de situation https://t.co/iBA6dJhgPF",2021-02-24 06:52:24,NA
"302","Loi fédérale sur les services d’identification électronique.\n#OUI à plus de sécurité et de simplicité en ligne ! OUI à la loi E-ID le #7mars !\n#plr #plrvd #votations #7mars #eIDoui #eIDja @E_ID_Info @FDP_Liberalen @PLR_Suisse https://t.co/TOd3GJmQbt",2021-02-23 20:07:45,"Lausanne"
"303","Loi fédérale sur les services d’identification électronique.\n#OUI à plus de sécurité et de simplicité en ligne ! OUI à la loi E-ID le #7mars !\n#plr #plrvd #votations #7mars #eIDoui #eIDja @E_ID_Info @FDP_Liberalen @PLR_Suisse https://t.co/bBhlr2Qj8t",2021-02-23 20:07:12,"Lausanne"
"304","Notre Conseiller national #VincentMaitre dit #OUI à la loi sur les services d’identité électronique (e-ID) le #7mars. Cette nouvelle loi crée une base juridique pour promouvoir l'identification sécurisée dans les transactions commerciales électroniques. <U+0001F5F3><U+FE0F> #eIDoui #CHVote https://t.co/sEUHIc32lY",2021-02-23 20:03:55,"Zurich"
"305","OUI à l'e-ID le 7 mars 2012 #CHvote #eID @PLR_Suisse https://t.co/tGTir0zwG3",2021-02-23 12:49:16,"Lake of Geneva region"
"306","Identité électronique: Privée ou publique, l’e-ID est considérée comme risquée https://t.co/GoBzNjd1In",2021-02-23 09:23:30,"Royaume du Maroc"
"307","#RT @dgt_switzerland: Notre vote pour une Suisse moderne ! <U+0001F5E3>– Rejoignez le Comité de soutien à l’e-ID suisse.\n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> Inscriptions en ligne : …",2021-02-23 08:35:16,"Zürich, Schweiz"
"308","Notre vote pour une Suisse moderne ! <U+0001F5E3>– Rejoignez le Comité de soutien à l’e-ID suisse.\n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> Inscriptions en ligne : https://t.co/Z5unZUIgER\n\n#eIDoui",2021-02-23 08:14:23,"Switzerland"
"309","Identité électronique: Privée ou publique, l’e-ID est considérée comme risquée https://t.co/r4nlmWaUMd",2021-02-23 06:05:32,"Vaud, Suisse"
"310","<U+0001F1E8><U+0001F1ED><U+0001F5F3> Le 7 mars, les citoyennes et citoyens suisses votent sur l'identification électronique, loi qui vise à créer une carte d'identité unique pour bénéficier de services sur internet. Qu'est ce que cette E-ID ? \n\nExplications de @Mavoyelle\n\n#CHvote #identitéElectronique https://t.co/4doVWQlDpL",2021-02-23 05:32:00,"Genève et Lausanne, Suisse"
"311","Vous hésitez avec l'e-ID? Je vote OUI, car l'objet est une simplification pour tous, une amélioration dans la sécurité des données. Tout est accepté par le \n@ParlCH et le @Bundesrat_CH. Loi fédérale sur les services d’identification électronique (LSIE) https://t.co/vUkyrv5TJI",2021-02-22 09:03:53,"Lake of Geneva region"
"312","Loi e-ID, insécurité programmée https://t.co/O5eyKH20xx  via @jcschwaab",2021-02-22 08:47:01,"Suisse, France"
"313","Identité digitale, #CeseraNON le 7 mars.\n Très bon article pour comprendre la mort totale de nos libertés engendrée par la loi sur l'e-ID et son lien avec le fameux ID2020 :\nhttps://t.co/1Y9n4Cf50D",2021-02-22 07:14:20,NA
"314","<U+0001F5DE>Une recherche poussée de @RepublikMagazin raconte l’histoire secrète de la loi sur l’e-ID.\n<U+21A9><U+FE0F>L’histoire d’un étonnant revirement.\n<U+26D3>L’histoire d’un enfermement idéologique.\n<U+0001F3E2>L’histoire d’un consortium fait pour dominer un marché qui n’existe pas encore…\n\nLisez!<U+0001F447>\n\n1/15",2021-02-21 14:14:47,"Valais, Suisse"
"315","La loi sur l’e-ID prévoit de mettre le passeport numérique suisse entre les mains d’entreprises privées, trahissant ainsi le contrôle démocratique. Pour que la sauvegarde de l’identité reste la responsabilité de l’État, votons NON le 7 mars! #CHvote #eID https://t.co/wnF80F6Nq3",2021-02-21 13:53:45,"Lausanne"
"316","Et si la Suisse l'achète pour l'utiliser comme base pour son e-ID...\n<U+0001F923><U+0001F923><U+0001F923> https://t.co/si03142N2n",2021-02-21 12:07:29,NA
"317","""Alors que l’e-ID est un élément déterminant pour la démocratie numérique, l’Etat décide ainsi volontairement de renoncer à une partie de ses prérogatives, avec le risque d’amoindrir ses compétences et son autorité!""\n@DeonnaEmmanuel \n\nhttps://t.co/1q5m35HnZu",2021-02-21 09:00:17,"Genève"
"318","@pirwanet @MartinGysler pardon: exemple  6.4 Le  fournisseur  d’identité  associe  les  données  d’identification  personnelle  à  l’e-ID  et établit l’e-ID à l’intention du requérant.",2021-02-20 21:12:15,"Neuchâtel, Suisse"
"319","@MartinGysler @pirwanet Il y a tension entre le besoin d'ouvrir au privé pour créer de la compétition, tout en régulant pour éviter les fuites. \n\nMon problème avec la LEID c'est qu'on a laissé l'initiative sur les biz models autour de l'e-id aux boîtes.",2021-02-20 21:03:57,"Www.PersonalData.IO"
"320","@podehaye @MartinGysler Pourriez-vous m'expliquer ce point? Si un canton est fournisseur d'e-ID, pourquoi devrait-il soudainement partager d'autres données que celle définies dans la loi? Merci par avance.",2021-02-20 19:47:00,"Delémont, Jura"
"321","@benoitgaillard @dgt_switzerland @nicolasburer @SebKulling @marcwalder J’ai lu. Le problème c’est que vous confondez la méthode utilisée par les GAFAM pour gagner sur la question de payer ou non les médias et l’e-iD. Ce sont 2 choses différentes. Dans le 1er cas ils ne veulent pas payer dans le 2e ils proposent leurs services contre paiement.",2021-02-20 13:41:24,"Lausanne, Switzerland"
"322","<U+0001F1E8><U+0001F1ED><U+0001F5F3> Le 7 mars, les citoyennes et citoyens suisses votent sur l'identification électronique, loi qui vise à créer une carte d'identité unique pour bénéficier de services sur internet. Qu'est ce que cette E-ID ? \n\nExplications de @Mavoyelle\n\n#CHvote #identitéElectronique https://t.co/HLWzf7f6mF",2021-02-20 11:41:10,NA
"323","la Confédération a bel et bien une mandaté une étude qui montre la faisabilité d'une e-id publique et sécurisée. Elle a été abandonnée pour des raisons idéologiques. #eID #CHvote @e_id_referendum https://t.co/tPQItKjyIn",2021-02-20 11:28:28,".fr, .be, .ch, .org, Lausanne"
"324","@RTSinfo @mavoyelle Cette nuit j’ai fait un cauchemar, les assurances maladie étaient désormais en charge de l’E-ID et elles annonçaient des augmentations de 15% tous les ans à cause des coûts hors de contrôle de la sécurité informatique #chvote",2021-02-20 10:40:19,"Station spatiale nord-coréenne"
"325","@benoitgaillard @dgt_switzerland @nicolasburer @SebKulling @marcwalder Là vous faites une erreur. Le problème de la rétribution des médias traditionnels que Google et Facebook utilisent pour drainer de l’information n’a rien à voir avec le sujet de l’e-iD. Simple. Basique.",2021-02-20 10:35:06,"Lausanne, Switzerland"
"326","<U+0001F1E8><U+0001F1ED><U+0001F5F3> Le 7 mars, les citoyennes et citoyens suisses votent sur l'identification électronique, loi qui vise à créer une carte d'identité unique pour bénéficier de services sur internet. Qu'est ce que cette E-ID ? Explications de @Mavoyelle #CHvote https://t.co/SmByAcOfOF",2021-02-20 07:55:03,"Ailleurs"
"327","@StephanHerby Le « blockchain » e-ID peut contribuer Une chaine au coup pour la vie ; )",2021-02-20 00:04:55,"Nouméa"
"328","En tant qu’informaticien et libéral, je voterai NON à l’e-id le 7 mars. \n\n#CHvote #eID #eIDnein https://t.co/6SEqCu5Vma",2021-02-19 22:18:22,NA
"329","20 ans après le lancement de l’idée, la population suisse vote sur une base légale pour l’#eID. Richard Hess, responsable #numérisation de l’ASB, explique pourquoi la #Suisse a besoin de l'e-ID <U+0001F447> @hess_richard #SwissBanking #digitalswissbanking \nhttps://t.co/UYokASZ43R",2021-02-19 20:38:46,"Deutsche Grenze DE BRD ^ EU"
"330","Une e-ID plutôt que cent logins. \nLe 7 mars prochain, le peuple suisse votera sur la loi e-ID. Cette nouvelle loi créera la base juridique d’une identité électronique suisse \nhttps://t.co/dzptWeqDot https://t.co/CI5Ed6qJn9",2021-02-19 18:58:48,"Nouméa"
"331","@nuriagorrite @benoitgaillard @jcschwaab @RTSinfrarouge Madame @nuriagorrite ce n’était pas une pique contre lui ou vous, mais comme j’ai lu l’article de @benoitgaillard et ses tweets sur l’e-iD et qu’ensuite j’ai suivi @RTSinfrarouge j’ai trouvé beaucoup de similitudes, j’en ai donc extrapolé que vous avez bénéficié de ses conseils.",2021-02-19 16:59:46,"Lausanne, Switzerland"
"332","Vous ne comprenez rien au débat sur l'E-ID et la votation du #7mars? Moi non plus. Jusqu'à ce matin et les dix questions-réponses d'@Anouch pour @LeTemps qui m'ont aidé à me forger un avis. \nhttps://t.co/Mn8uy6PbiM",2021-02-19 16:26:24,NA
"333","L’UDCVR dit non à la privatisation de l’identité électronique e-ID: https://t.co/LAvtcGirda",2021-02-19 12:52:06,"Valais/Switzerland"
"334","La loi sur l'e-ID rend pour la première fois légale l'identification en ligne, ce qui permet des interactions plus sûres et plus faciles dans l'espace numérique. @EJPD_DFJP_DFGP \n\n<U+0001F449>Votez oui à l'#eID aujourd'hui et contribuez à la #numérisation de la Suisse. @E_ID_Info https://t.co/51HAOsXCND",2021-02-19 11:00:00,"Berne"
"335","Je vote OUI à l’E-ID et donc OUI à plus de sécurite et de simplicité en ligne. Votre soutien à une Suisse innovante me ferait plaisir! Informez-vous maintenant et vous tout de suite: https://t.co/Bb3j8rHW6N",2021-02-19 10:12:24,"Genève, Suisse"
"336","@klagemauerTV: Loi sur l'e-ID : quels sont les intérêts d'une carte d’identité suisse élec-tronique ?\nSur le référendum du 7 mars 2021\nhttps://t.co/2PH1DiWwrK",2021-02-19 08:53:40,NA
"337","La conseillère fédérale Karin Keller-Sutter a rappelé durant le débat @RTSinfrarouge que la solution purement étatique SuisseID a coûté 25 millions aux contribuables. La loi e-ID est un bon compromis. Lien vers l’émission:https://t.co/PRcUEY1eEU #EID #vot21 https://t.co/yAmsUOXUXD",2021-02-19 08:14:22,"Genève, Suisse"
"338","<U+0001FA83>L’Etat s’est donc déclaré incompétent pour réaliser une e-ID. Le dynamisme de l’économie privée et la compétition devaient venir à bout de tous les problèmes. Mais dans le même temps, le Conseil fédéral favorisait l’émergence d’un monopole privé.\n12/15",2021-02-19 07:54:44,"Vevey, Switzerland"
"339","E-ID/Privacy/Security - @ArianeGigon avec @vecirex dans @laliberte:\n\n« [L]es principes mêmes de la loi [sur l'e-ID] sont mauvais. Il n’y a pas de transparence. » https://t.co/rBzG9OZIxA\n\n#CHvote #EID #Privacy #Security #eIDnon https://t.co/AEd3V61Vcl",2021-02-19 07:48:38,NA
"340","La NZZ bien qu’elle a recommandé le oui - publie  aujourd’hui cette information dévastatrice pour le e-id: il n’y aura pas de e-id publique fournie par le Canton de SH! https://t.co/MZgA383uAT",2021-02-19 07:12:54,NA
"341","Argumentaire béton de @benoitgaillard dans @heidi_news. NON à l’e-id, l’identité en ligne que vous paierez trois fois, avec vos sous, vos données et vos impôts. https://t.co/B56rTBXCh0",2021-02-19 06:23:31,"Hueco Mundo"
"342","<U+0001F4B0><U+0001F194>Qui va payer pour l’e-ID?\n(Spoiler: vous, trois fois 1<U+FE0F><U+20E3>2<U+FE0F><U+20E3>3<U+FE0F><U+20E3>)\n<U+0001F5F3>Le projet soumis en votation veut confier aux entreprises privées le soins d’émettre l’équivalent en ligne du passeport (en définitive, ce qui permet de prouver que vous êtes bien vous-même).\n1/",2021-02-19 06:22:51,"Hueco Mundo"
"343","Ça ne vous surprend pas que les mêmes qui combattent la loi anti-terrorisme au nom de la lutte contre l’Etat policier (votation de juin), exigent en s’opposant à l’e-ID que ce même État gère exclusivement notre identité en-ligne, et tout ce qui l’accompagne (votation de mars) ?",2021-02-19 06:11:00,"Suisse"
"344","@CCC_CH @ArianeGigon @laliberte Pas seulement sur l'e-ID - aussi sur la loi sur la transparence en relation avec l'@BAG_OFSP_UFSP, le vote électronique (ou: #evoting / #cybervoting) et la loi sur les personnes présentant un danger pour la sûreté de l'État (qu'on appelle aussi loi ""contre le terrorisme"" / MPT).",2021-02-19 05:57:08,"Switzerland<U+0001F1E8><U+0001F1ED> & Cyberspace<U+0001F4BB>"
"345","<U+0001F1E8><U+0001F1ED> <U+0001F5F3> Le 7 mars, les Suisse·sse·s votent sur l'identification électronique,  loi qui vise à créer une carte d'identité unique pour accéder à des services sur internet. Qu'est ce que cette E-ID et sur quels enjeux les camps s'affrontent-ils ? Explications de @Mavoyelle\n \n#CHvote https://t.co/V9CmEaBNbS",2021-02-18 23:54:11,"Lausanne, Suisse"
"346","<U+0001F1E8><U+0001F1ED> Admirable travail journalistique sur le marché des e-ID ! <U+0001F447> https://t.co/jlWcdKqtPW",2021-02-18 21:28:48,"Clamart, France"
"347","<U+0001F93C>Rapidement, @SwissSign cherche à établir sa SwissID (destinée à devenir une e-ID) sur le marché de manière très agressive. Le consortium offre par exemple aux cantons des « paquets start-up » avec des prix très bas pour la phase de mise en place.\n9/15",2021-02-18 21:20:49,NA
"348","<U+0001F4E3>2017, @SwissSign annonce son intention d’émettre une e-ID. Lors de la journée du digital, sous le haut parrainage de @dgt_switzerland et de @swissICT (qui ont entre-temps fusionné). \n<U+0001F3AD>Le projet est en place, les acteurs de la campagne d’aujourd’hui aussi…\n8/15",2021-02-18 21:20:48,NA
"349","<U+0001F628>L’e-ID publique n’est pas une solution, mais un problème: cette version s’impose en quelques mois!\n<U+0001F937><U+200D><U+2642><U+FE0F>Après avoir dit en mars qu’elle voulait garder la maîtrise, la police fédérale parle en septembre de laisser le marché régler l’identification des…\n4/15",2021-02-18 21:20:46,NA
"350","<U+0001F4D5> Par ailleurs une solution technique est envisagée: le passeport ou la carte d’identité avec une puce électronique comme support de l’e-ID.\n<U+26A1><U+FE0F> Mais en août 2014, coup de tonnerre. L’option est abandonnée.\n<U+0001F9E8>Lors d’une séance (sans PV), le projet est dynamité.\n3/15",2021-02-18 21:20:45,NA
"351","e-ID <U+0001F1E8><U+0001F1ED>\nGorrite et Morin mettent Keller-Sutter en mauvaise posture <U+0001F44F>\nT'façon c'est tout de la faute à Simonetta c't'histoire, hein Karin ? \nInfrarouge - Identité numérique, une affaire d’État? \nhttps://t.co/SocC8OPTaU",2021-02-18 18:10:08,"Genève, Suisse"
"352","<U+0001F534> Alors Nico ?\nY a bel et bien fraude dans les élections <U+0001F1FA><U+0001F1F8> \nNicolas Bührer, MD Digital Switzerland<U+0001F1E8><U+0001F1ED>\nou Comment jeter un froid glacial sur le plateau de la Télévision Suisse Romande\n<U+0001F602><U+0001F602><U+0001F602>\nPour moi, l'e-ID c'est Nein mais voici ton meilleur passage <U+0001F447> 1/2 https://t.co/YTpHqsoM52",2021-02-18 18:09:54,"Genève, Suisse"
"353","<U+0001F1E8><U+0001F1ED><U+0001F5F3> Le 7 mars, les citoyennes et citoyens suisses votent sur l'identification électronique, loi qui vise à créer une carte d'identité unique pour bénéficier de services sur internet. Qu'est ce que cette E-ID ? Explications de @Mavoyelle #CHvote https://t.co/82wGvO9L7I",2021-02-18 17:18:11,"Nice, France"
"354","Loi sur l'e-ID : quels sont les intérêts d'une carte d’identité suisse é... https://t.co/hqFNfnhiFZ via @YouTube",2021-02-18 16:13:41,"Saint Paul"
"355","Loi sur l'e-ID : quels sont les intérêts d'une carte d’identité suisse é... https://t.co/0XS89Av5XG via @YouTube",2021-02-18 14:04:36,NA
"356","@GregoireBarbey Ce serait déjà intelligent que le Parlement développe les e-prestations pour les citoyens en intégrant un e-ID certifié par la confédération. Mais les réformes prennent des decennies à être concrétisées, on peut tjs rêver",2021-02-18 12:14:00,"Suisse"
"357","Le 7 mars prochain, NON au projet de loi sur l'e-ID. https://t.co/nbvGNci4Vs",2021-02-18 11:24:57,"Morges, Schweiz"
"358","Une nouvelle enquête de @adfichter pour @RepublikMagazin montre comment, à force de lobbying, l'industrie privée a réussi à transformer une e-id pilotée par la Confédération en une formidable machine à thunes et à data. NON le 7 mars. https://t.co/22JVSYDZ7U",2021-02-18 10:58:46,NA
"359","Identité électronique : la loi sur l’e-ID https://t.co/cKjd4TlUgV #EID #vot21 via @PLR_Suisse",2021-02-18 10:58:00,"Suisse, France"
"360","@GeigerMargueri1 Merci pour le partage. Je vois que l'Etat de NE s'est déjà penché sur la question avec le projet #nedao qui est d'après ce que j'ai compris le « Data Access Object des neuchâtelois ». Est-ce une alternative à la loi e-ID ? <U+2935><U+FE0F>https://t.co/DReatc09Sj",2021-02-18 10:25:23,"Suisse"
"361","Loi sur l'e-ID : quels sont les intérêts d'une carte d’identité suisse é... https://t.co/N7LfhI4pUk via @YouTube",2021-02-18 09:36:29,NA
"362","@Xavier83 @podehaye @covid_ch @GregoireBarbey @RTSinfrarouge @nuriagorrite l'idée du système vaudois à ce jour est de ne le proposer qu'aux habitants du canton de Vaud, hors la loi e-ID suisse ne permet pas aux IdP de restreindre à leur canton, mais doit être disponible aux habitants suisses et étrangers du pays - à confirmer ou pas avec l'ordonnance..",2021-02-18 09:36:26,"Zurich"
"363","Monika Rühl, Présidente de la direction @economiesuisse: ""L'e-ID suisse crée une sécurité juridique et établit la confiance nécessaire pour stimuler fortement le commerce et l'administration en ligne"" #eIDoui #eID #CHvote @E_ID_Info https://t.co/BEPoHQa3qK",2021-02-18 09:06:05,"Switzerland"
"364","Ces affirmations concernant la confiance ne reposent sur rien. Aucune étude n’existe sur le lien entre e-ID et consommation online. Je me demande vraiment pourquoi l’économie soutient ce mauvais projet qui profitera qu’aux grandes entreprises. https://t.co/up0FnSk5NP",2021-02-18 09:03:30,"Genève, Suisse"
"365","Chaque mois, une info sur l’actualité politique du monde numérique et de l’association Société Numérique. En Février:\n\n* Référendum du 7 mars sur l’e-ID\n* Plainte contre du «Native Advertising»\n* Stammtisch du 18.2.2021\n* Congrès d’hiver les 26./27.2.2021\n\nhttps://t.co/mMJiFLbTDR",2021-02-18 07:58:55,NA
"366","<U+0001F1E8><U+0001F1ED> <U+0001F5F3> Le 7 mars, les Suisse·sse·s votent sur l'identification électronique,  loi qui vise à créer une carte d'identité unique pour accéder à des services sur internet. Qu'est ce que cette E-ID et sur quels enjeux les camps s'affrontent-ils ? Explications de @Mavoyelle \n\n#CHvote https://t.co/H6tS4dI435",2021-02-18 07:32:12,"Genève, Suisse"
"367","Passeport e-ID <U+0001F1E8><U+0001F1ED>\n@RTSinfrarouge \nKeller-Sutter 0\nGorrite 1 <U+0001F44F>\nNicolas condescendant 0\nMorin 1<U+0001F44F>\nOn se souvient des vols de données des grands groupes\nEt de Salathé qui disait qu'en principe Apple allait bien se comporter avec #swisscovid \nOn a vu les SMS de Swisscom et Sunrise",2021-02-18 03:56:20,NA
"368","Non à une aventure risquée et coûteuse «Ce projet d’e-ID est une triple arnaque»\nhttps://t.co/bV2KuZfoG3",2021-02-17 21:56:05,"chavornay"
"369","Loi sur l'e-ID : quels sont les intérêts d'une carte d’identité suisse é... https://t.co/hYzaW6wqK6 via @YouTube",2021-02-17 20:12:59,NA
"370","Le Centre Vaud (@PDCVaud) dit largement OUI à l'e-ID.\n \n@EJPD_DFJP_DFGP @dgt_switzerland @Mitte_Centre @nicolasburer @economie_suisse",2021-02-17 19:40:26,"Chavornay, Vaud, Switzerland"
"371","Loi sur l'e-ID : quels sont les intérêts d'une carte d’identité suisse .. https://t.co/wpMlAWmwxL via YouTube \n#ID2020 #polqc \nProjet numérique mondial!",2021-02-17 17:26:25,"Montréal, Québec"
"372","Loi sur l'e-ID : quels sont les intérêts d'une carte d’identité suisse élec-tronique ? Sur le référendum du 7 mars 2021.\n\nÀ première vue, une carte d'identité électronique semble être très pratique et simplifier la vie.  #carte #eID #électronique\n\nhttps://t.co/7GCCFpx9Ea https://t.co/ykYU5rfJ8m",2021-02-17 17:26:16,"Nizza, Frankreich"
"373","En parlant de faits, les promoteurs de l'e-ID ne nous disent toujours pas comment nous allons garantir que le préposé fédéral à la protection des données sera en capacité de vérifier toutes les transactions qui se feront avec cette mauvaise solution. https://t.co/wyBPk8I0us",2021-02-17 16:41:11,"Genève, Suisse"
"374","Conférence de presse du comité Fribourgeois contre l'e-ID. @e_id_referendum @GKubski @anderageru @uschneiderschue https://t.co/FBF85anqlb",2021-02-17 16:19:20,NA
"375","$WIHN Wisekey se propose comme fournisseur de l'e-ID suisse https://t.co/vsdj8d89Hg",2021-02-17 16:14:25,NA
"376","Carte d’identité numérique :\n• Suisse : L'""e-ID"" prévoit de pouvoir être produite par des entreprises PRIVÉES..\nOr le référendum lancé NOUS PERMET DE VOTER LE 7 MARS LÀ-DESSUS. #CeSeraNON\n• En Allemagne ça sera cet automne\n• En France bientôt..\nhttps://t.co/1kb8s46X63 https://t.co/abnGJNtFHt",2021-02-17 15:44:50,"France"
"377","Pour le passeport e-ID \nCela devrait être Non\nMais bon je n'ai pas beaucoup d'abonnés non plus\nMerci d'avoir voté https://t.co/C14B0iBl1B",2021-02-17 13:58:44,"Genève, Suisse"
"378","e-ID: l'absence de réglementation constitue un frein à l'innovation et empêche la mise en place de solutions numériques. Avec la loi e-ID nous faisons un grand pas en avant #eIDoui #eID #CHvote @economiesuisse @E_ID_Info https://t.co/5phuZVdmt4",2021-02-17 12:12:56,"Schweiz"
"379","La preuve que les intermédiaires sont inutiles - si ce n’est pour ponctionner du profit! \nNon à l’e-id privee! https://t.co/i5xYngbzmQ",2021-02-17 12:02:03,NA
"380","Les défenseurs de l’e-id: «ce n’est pas un passeport!». La @postesuisse: https://t.co/3BlNSRHelQ",2021-02-17 10:58:05,NA
"381","@economie_suisse Une e-ID en mains privées pour affaiblir encore l'Etat dans ses tâches régaliennes. Le paradis! La liberté! Le bonheur! (des écervelés) #CHVote",2021-02-17 08:55:31,"Lausanne, Schweiz"
"382","@marktpirate1 Un titre trompeur - la nouvelle loi sur l'e-ID n'a même pas encore été adoptée !   $wihn la honte de la bourse SIX",2021-02-17 08:52:00,"Genf, Schweiz"
"383","Une e-ID sûre pour une place financière (encore) plus digitale. Lire l'opinion de Dominique Fasel, président de l'Association vaudoise des Banques (AVB) #eID #eIDoui #CHvote\n<U+0001F447>\nhttps://t.co/FDxlSZRZPn",2021-02-17 08:36:51,"Genève, Suisse"
"384","[EDITORIAL] Les PME et les consommateurs qui auront recours à l'e-ID contrôlée par l'Etat ne sauront pas à quelle sauce ils seront mangés https://t.co/iJhsEZecwP",2021-02-17 06:29:53,"Schweiz"
"385","Wisekey se propose comme fournisseur de l'e-ID suisse | Zone bourse https://t.co/ipvvSL1V5k",2021-02-16 21:29:20,"Geneva"
"386","Vous en avez assez des procédures officielles fastidieuses et des heures d'ouverture peu étendues? Alors dites oui à l'e-ID, qui offre un accès facilité à des services numériques. 24h/24. Confortablement depuis chez vous. \n\n<U+0001F449> Plus d'infos: https://t.co/bfK7pZ6PVF\n#eID @E_ID_Info https://t.co/vOTEB3pmUY",2021-02-16 17:56:20,"La Forclaz/Evolène"
"387","L’identité numérique permet de tout connaître sur nous. Informations de base sur l’e-ID et l’ID2020 https://t.co/Xh1HziZnF5",2021-02-16 15:38:42,NA
"388","Visionnez cette vidéo ! Et faites vous une idée sur la loi sur l’e-ID: quand nos données personnelles sont confiées aux privés https://t.co/OWvbq4t9hF\nEt comme vous ne faites pas partie des 2% qui font confiance au privé pour gérer l'identité numérique : NON le 7.3 #eIDnein https://t.co/FId3xMyfDf",2021-02-16 12:02:07,"Switzerland"
"389","<U+0001F5E3> Le Centre : mots d’ordre pour les votations du 7 mars 2021\n\n<U+27A1><U+FE0F> Rejet de l’initiative du comité d’Egerkingen contre la burqa.\n<U+27A1><U+FE0F> Oui au projet de loi sur l’e-ID.\n<U+27A1><U+FE0F> Oui à l’accord de partenariat économique avec l’Indonésie.\n\n#CHVote #Votations #LeCentre #Politique #Suisse https://t.co/H3MdxbEx18",2021-02-16 06:32:25,NA
"390","Votation fédérale sur l’e-ID: Nos données nous appartiennent et doivent faire l’objet de règles transparentes et facilement accessibles, résultant de choix démocratiques; ne les bradons pas! https://t.co/Z043ucsvYy #cybersecurite #dataprivacyday @psgeneve @BorisBusslinger",2021-02-15 21:32:57,"Switzerland"
"391","@Madame_Poppins Je crois qu'on en a tous un/une comme ça, qui nous donne systématiquement envie de voter le contraire (moi c'est Schwaab <U+0001F937><U+200D><U+2642><U+FE0F>)\n\nD'ailleurs je suis bien embêté sur cet e-ID...Il est contre et j'ai du mal à être pour <U+0001F602>",2021-02-15 20:45:05,"Lausanne/Fribourg (CH)"
"392","Le 7 mars, c'est NON, NON et NON à la loi sur l'e-ID ! <U+274E> #eID #CHvote \nVers l'article du 24heures : https://t.co/Xij3ZFChNc\nInfos <U+0001F449> https://t.co/Bo6dgzTmxq https://t.co/Rve15tUwa9",2021-02-15 19:17:41,"Morges, Suisse"
"393","Une e-ID doit être délivrée par l'Etat. «Les échecs informatiques interviennent dans le public comme dans le privé. La Confédération doit être transparente, c’est toute la différence», explique @anderageru dans @LeTemps. #CHvote #NON à l'e-ID https://t.co/LLfm39NSnZ",2021-02-15 16:37:40,NA
"394","[BLOG] e-ID : ne bradons pas nos données https://t.co/WJVZBl4rb0",2021-02-15 16:11:18,NA
"395","""Gerhard Andrey, conseiller national Les Verts/FR, présente les arguments contre la loi sur une ""E-ID"""" https://t.co/GItS1LSKdb via @RadioTeleSuisse",2021-02-15 16:10:55,NA
"396","[CH] Votations du 7 mars: quid du e-ID ? https://t.co/gADer9moSk TL;DR, je n'ai pas encore pris le temps de me renseigner.",2021-02-15 16:08:44,"Suisse Romande"
"397","@nantermod @covid_ch Rien ne garantit dans la loi que les entreprises ne pourront pas exiger le niveau de sécurité d'identification le plus élevé et standardiser le recours à l'e-ID, même pour des achats ou des démarches qui n'en auraient guère l'utilité. Et ça c'est à mon sens un sacré risque.",2021-02-15 16:08:37,"Genève, Suisse"
"398","Karin Keller-Sutter plaide en faveur de l’e-ID dans @24heuresch et @tdgch : «  La question est: veut-on saisir la chance que nous avons là de créer, pour la première fois, un cadre légal strict pour l’identification sur Internet? » #vot21 #CHvote #eID \nhttps://t.co/7HlIBcLyUt https://t.co/bKfuutwscI",2021-02-15 15:39:36,"Genève, Suisse"
"399","Nouveau  \nQue pour les Suisses <U+0001F1E8><U+0001F1ED>\nPasseport e-ID <U+0001F1E8><U+0001F1ED>\nLoi du 7 mars 2021\n(Sondage Express de 3 jours)",2021-02-15 15:03:51,NA
"400","Passeport e-ID <U+0001F1E8><U+0001F1ED>\nLoi du 7 mars 2021\n(Sondage Express de 2 jours)",2021-02-15 15:03:40,NA
"401","Merci Sami Kanaan: e-ID : ne bradons pas nos données https://t.co/XZFdOEZAbm",2021-02-15 14:15:28,"Genève"
"402","""La solution sur la table a fait l’objet de nombreuses consultations. Elle est équilibrée. Et l’État conserve son rôle régalien, reste propriétaire des données et garantit les conditions d’utilisation."" @montmollin_de en débat sur la loi e-ID @LeTemps \n\nhttps://t.co/wpBLHCCkuc",2021-02-15 13:32:35,NA
"403","[OPINION] E-ID: le monde ne nous a pas attendus https://t.co/fIW6YLQxJW",2021-02-15 13:13:32,"Schweiz"
